id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06008510115480000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:31:46 AM,206.002.A,00,0.68,,,,,,,
06008510116040000,RP,Residential Property,100 HEBGEN MOUNTAIN RD,YELLOWSTONE HOLIDAY 1,10/13/2020 11:29:48 AM,206.002.A,00,0.48,2015,08 - Conventional,7 - Electric Baseboard/Electric Radiant,3345,3,3,1
06008510116080000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:31:17 AM,206.002.A,00,0.48,,,,,,,
06008510116100000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:32:43 AM,206.002.A,00,0.48,,,,,,,
06008510116120000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:27:06 AM,206.002.A,00,0.16,,,,,,,
06008510116160000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:37:13 AM,206.002.A,00,0.55,,,,,,,
06008510116200000,RP,Residential Property,15 CUTTHROAT LN,YELLOWSTONE HOLIDAY 1,10/13/2020 1:01:49 PM,206.002.A,00,0.62,1998,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1486,3,2,0
06008510116230000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:31:56 AM,206.002.A,00,0.351,,,,,,,
06008510116240000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:23:47 AM,206.002.A,00,0.18,2003,11 - Log,7 - Electric Baseboard/Electric Radiant,988,1,1,0
06008510116280000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:38:11 AM,206.002.A,00,0.55,,,,,,,
06008510116320000,RP,Residential Property,89 CUTTHROAT LN,YELLOWSTONE HOLIDAY 1,10/13/2020 11:31:01 AM,206.002.A,00,0.55,2005,08 - Conventional,5 - Forced Air,1440,4,2,0
06008510121020000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:27:17 AM,206.002.A,00,0.55,,,,,,,
06008510121120000,RP,Residential Property,,YELLOWSTONE HOLIDAY 1,10/13/2020 11:27:22 AM,206.002.A,00,0.44,,,,,,,
06008510121140000,RP,Residential Property,144 HACKERT DR,YELLOWSTONE HOLIDAY 1,10/13/2020 11:27:33 AM,206.002.A,00,0.54,2001,14 - Other,7 - Electric Baseboard/Electric Radiant,1326,3,2,1
06008510121200000,RP,Residential Property,162 HACKERT DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 1:01:49 PM,206.002.A,00,2.08,2000,08 - Conventional,2 - Hot Water/Water Radiant,2429,3,2,0
06008510121256500,RP,Residential Property,,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:37:50 AM,206.002.A,00,4.78,,,,,,,
06008510201010000,RP,Government Property,,,10/13/2020 11:30:12 AM,206.002.W,,50.572,,,,,,,
06008510401010000,RP,Government Property,,,10/13/2020 11:34:48 AM,206.002.W,,19,,,,,,,
06008511101050000,RP,Agricultural and Timber Properties,,,10/13/2020 11:33:48 AM,206.002.A,,24.41,,,,,,,
06008511101060000,RP,Residential Property,4 DARK HORSE DR,LANDING AT HEBGEN LAKE,10/13/2020 1:01:49 PM,206.002.A,00,3.005,2012,08 - Conventional,5 - Forced Air,3276,4,3,1
06008511201010000,RP,Government Property,,,10/13/2020 11:29:42 AM,206.002,,33.6,,,,,,,
06008511205010000,RP,Non-Qualified Ag,,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:26:17 AM,206.002.A,,21.18,,,,,,,
06008511205250000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:24:26 AM,206.002.A,,3.98,,,,,,,
06008511205300000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:25:04 AM,206.002.A,,3.51,,,,,,,
06008511205350000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:31:41 AM,206.002.A,,6.46,,,,,,,
06008511205400000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:24:14 AM,206.002.A,,5.11,,,,,,,
06008511205450000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:30:01 AM,206.002.A,,4.22,,,,,,,
